,Name,Favorite_Song,C_ID_t,E_ID_t,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name_t,PH_ID_Egg,PR_ID_Egg,I_LOC,NW,Parent_Gen,Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID,NameCMM,GrandMother,C_IDCMM,E_IDCMM,GrandFather,C_ID_Maternal_Father,E_ID_Maternal_Father,E_IDCM,Mother_I_LOC,E_ID_FatherIL,Father_I_LOC,E_ID,GrandMother_I_LOC,GrandFather_I_LOC,Name_y,Cousin
10,Trever,What If I Came Knocking,462938795.0,462938795.0,ILIANA,598175413.0,287055622.0,ILIANA,598175413.0,287055622.0,A,False,Gen1,Eli,287055622,Gen1,287055622,Pat,631311759,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,287055622,A,598175413,B,B,Trever,MCKENZIE
11,SHALANDA,Take On Me,442435494.0,442435494.0,ILIANA,598175413.0,797726697.0,ILIANA,598175413.0,797726697.0,C,False,Gen1,Braydon,797726697,Gen1,797726697,Liz,630559425,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,797726697,A,598175413,B,B,SHALANDA,Erick
12,Elian,Almost Hear You Sigh,803590029.0,803590029.0,ILIANA,598175413.0,797726697.0,ILIANA,598175413.0,797726697.0,A,False,Gen1,Braydon,797726697,Gen1,797726697,Liz,630559425,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,797726697,A,598175413,B,B,Elian,HILARIA
13,KYRA,Epic,328667727.0,328667727.0,ILIANA,598175413.0,509012901.0,ILIANA,598175413.0,509012901.0,C,False,Gen1,Jeremiah,509012901,Gen1,509012901,Pat,631311759,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,509012901,A,598175413,B,B,KYRA,Bryce
14,SHERY,Modern Love,786774075.0,786774075.0,ILIANA,598175413.0,14586865.0,ILIANA,598175413.0,14586865.0,A,False,Gen1,Ethan,14586865,Gen1,14586865,Barb,397591248,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,14586865,B,598175413,B,B,SHERY,BERNADETTE
15,BRITANY,Leave It,195561297.0,195561297.0,ILIANA,598175413.0,14586865.0,ILIANA,598175413.0,14586865.0,C,False,Gen1,Ethan,14586865,Gen1,14586865,Barb,397591248,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,14586865,B,598175413,B,B,BRITANY,Latrell
16,Lukas,AS FAR AS YOU CAN SEE (AS MU,996920976.0,996920976.0,ILIANA,598175413.0,14586865.0,ILIANA,598175413.0,14586865.0,A,False,Gen1,Ethan,14586865,Gen1,14586865,Barb,397591248,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,14586865,B,598175413,B,B,Lukas,Jackie
17,Tristen,UNDERCOVER OF THE NIGHT,773503642.0,773503642.0,ILIANA,598175413.0,866881069.0,ILIANA,598175413.0,866881069.0,A,False,Gen1,Anderson,866881069,Gen1,866881069,Barb,397591248,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,866881069,C,598175413,B,B,Tristen,Maxwell
18,Ty,Mama Kin,589135458.0,589135458.0,ILIANA,598175413.0,870351723.0,ILIANA,598175413.0,870351723.0,A,False,Gen1,Lincoln,870351723,Gen1,870351723,Pat,631311759,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,870351723,A,598175413,B,B,Ty,Lucas
19,NICKY,Can't Buy Me Love,112428145.0,112428145.0,ILIANA,598175413.0,521167154.0,ILIANA,598175413.0,521167154.0,B,True,Gen1,Tobias,521167154,Gen1,521167154,Mary,225766667,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,521167154,C,598175413,B,B,NICKY,Jeremiah
20,CAROLIN,Under My Wheels,920219833.0,920219833.0,ILIANA,598175413.0,167740021.0,ILIANA,598175413.0,167740021.0,B,True,Gen1,Kameron,167740021,Gen1,167740021,Mary,225766667,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,167740021,A,598175413,B,B,CAROLIN,Zachariah
21,LUANNA,Sirens,545922093.0,545922093.0,ILIANA,598175413.0,600554862.0,ILIANA,598175413.0,600554862.0,A,False,Gen1,Reid,600554862,Gen1,600554862,Liz,630559425,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,600554862,C,598175413,B,B,LUANNA,ARCELIA
22,ETTA,I've Got A Feeling,722222128.0,722222128.0,ILIANA,598175413.0,171198057.0,ILIANA,598175413.0,171198057.0,B,True,Gen1,Simeon,171198057,Gen1,171198057,Liz,630559425,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,171198057,B,598175413,B,B,ETTA,ANTONINA
23,DELIA,Juke Box Hero,447092150.0,447092150.0,ILIANA,598175413.0,762431730.0,ILIANA,598175413.0,762431730.0,C,False,Gen1,Kamron,762431730,Gen1,762431730,Liz,630559425,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,762431730,A,598175413,B,B,DELIA,MARION
24,Jerome,Intruder/ Pretty Woman,200478948.0,200478948.0,ILIANA,598175413.0,857956630.0,ILIANA,598175413.0,857956630.0,C,False,Gen1,Randy,857956630,Gen1,857956630,Mary,225766667,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,857956630,A,598175413,B,B,Jerome,Jimmie
25,BERNADETTE,Life's Been Good,708037817.0,708037817.0,ILIANA,598175413.0,409300483.0,ILIANA,598175413.0,409300483.0,A,False,Gen1,Kellen,409300483,Gen1,409300483,Pat,631311759,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,409300483,A,598175413,B,B,BERNADETTE,SHALANDA
26,Jackie,Thunder Road,183605057.0,183605057.0,ILIANA,598175413.0,409300483.0,ILIANA,598175413.0,409300483.0,A,False,Gen1,Kellen,409300483,Gen1,409300483,Pat,631311759,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,409300483,A,598175413,B,B,Jackie,Mario
27,Kellen,Look What The Cat Dragged In,78552272.0,78552272.0,ILIANA,598175413.0,280225309.0,ILIANA,598175413.0,280225309.0,B,True,Gen1,Heriberto,280225309,Gen1,280225309,Mary,225766667,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,280225309,A,598175413,B,B,Kellen,Hunter
28,Addison,You're In My Heart (The Final Acclaim),967089021.0,967089021.0,ILIANA,598175413.0,280225309.0,ILIANA,598175413.0,280225309.0,C,False,Gen1,Heriberto,280225309,Gen1,280225309,Mary,225766667,800981516,ILIANA,Liz,598175413,598175413,Ralph,800981516,,598175413,B,280225309,A,598175413,B,B,Addison,ALVA
29,Leo,Don't Stop Believin',134242878.0,134242878.0,PENELOPE,525986311.0,473017162.0,PENELOPE,525986311.0,473017162.0,B,True,Gen1,Derrick,473017162,Gen1,473017162,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,473017162,B,525986311,B,B,Leo,Duncan
30,Tanner,The Heart of the Matter,294380644.0,294380644.0,PENELOPE,525986311.0,473017162.0,PENELOPE,525986311.0,473017162.0,A,False,Gen1,Derrick,473017162,Gen1,473017162,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,473017162,B,525986311,B,B,Tanner,CAMMIE
31,MICHAEL,You Can Call Me Al,772310266.0,772310266.0,PENELOPE,525986311.0,890606190.0,PENELOPE,525986311.0,890606190.0,A,False,Gen1,Bobby,890606190,Gen1,890606190,Barb,397591248,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,890606190,B,525986311,B,B,MICHAEL,KEMBERLY
32,CAMMIE,Sunshine of Your Love,351570624.0,351570624.0,PENELOPE,525986311.0,141566545.0,PENELOPE,525986311.0,141566545.0,C,False,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,141566545,B,525986311,B,B,CAMMIE,Reed
33,Erik,Cold Gin,596194764.0,596194764.0,PENELOPE,525986311.0,141566545.0,PENELOPE,525986311.0,141566545.0,B,True,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,141566545,B,525986311,B,B,Erik,ROSALYN
34,CARMELINA,Dirty White Boy,793705703.0,793705703.0,PENELOPE,525986311.0,102634120.0,PENELOPE,525986311.0,102634120.0,B,True,Gen1,Bernard,102634120,Gen1,102634120,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,102634120,A,525986311,B,B,CARMELINA,Irving
35,Keyshawn,No Matter What,904848120.0,904848120.0,PENELOPE,525986311.0,287055622.0,PENELOPE,525986311.0,287055622.0,B,True,Gen1,Eli,287055622,Gen1,287055622,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,287055622,A,525986311,B,B,Keyshawn,CATHEY
36,Jabari,Hush,539110675.0,539110675.0,PENELOPE,525986311.0,287055622.0,PENELOPE,525986311.0,287055622.0,C,False,Gen1,Eli,287055622,Gen1,287055622,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,287055622,A,525986311,B,B,Jabari,ANGELICA
37,Cody,Arnold Layne,867695926.0,867695926.0,PENELOPE,525986311.0,509012901.0,PENELOPE,525986311.0,509012901.0,B,True,Gen1,Jeremiah,509012901,Gen1,509012901,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,509012901,A,525986311,B,B,Cody,GARNET
38,LOUELLA,Live and Let Die,148255648.0,148255648.0,PENELOPE,525986311.0,14586865.0,PENELOPE,525986311.0,14586865.0,B,True,Gen1,Ethan,14586865,Gen1,14586865,Barb,397591248,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,14586865,B,525986311,B,B,LOUELLA,Hudson
39,Randall,A Fool for Your Stockings,675692572.0,675692572.0,PENELOPE,525986311.0,521167154.0,PENELOPE,525986311.0,521167154.0,C,False,Gen1,Tobias,521167154,Gen1,521167154,Mary,225766667,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,521167154,C,525986311,B,B,Randall,Billy
40,Jared,Waiting for a Girl Like You,664518668.0,664518668.0,PENELOPE,525986311.0,167740021.0,PENELOPE,525986311.0,167740021.0,B,True,Gen1,Kameron,167740021,Gen1,167740021,Mary,225766667,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,167740021,A,525986311,B,B,Jared,Elias
41,SHERIDAN,Lucy In The Sky With Diamonds,403794374.0,403794374.0,PENELOPE,525986311.0,171198057.0,PENELOPE,525986311.0,171198057.0,A,False,Gen1,Simeon,171198057,Gen1,171198057,Liz,630559425,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,171198057,B,525986311,B,B,SHERIDAN,Steven
42,Dillon,Witchy Woman,297915350.0,297915350.0,PENELOPE,525986311.0,171198057.0,PENELOPE,525986311.0,171198057.0,C,False,Gen1,Simeon,171198057,Gen1,171198057,Liz,630559425,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,171198057,B,525986311,B,B,Dillon,Kellen
43,Todd,Never Going Back Again,315604030.0,315604030.0,PENELOPE,525986311.0,857956630.0,PENELOPE,525986311.0,857956630.0,A,False,Gen1,Randy,857956630,Gen1,857956630,Mary,225766667,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,857956630,A,525986311,B,B,Todd,ALVERTA
44,ASHLEA,Tired of Waiting,272474662.0,272474662.0,PENELOPE,525986311.0,409300483.0,PENELOPE,525986311.0,409300483.0,C,False,Gen1,Kellen,409300483,Gen1,409300483,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,409300483,A,525986311,B,B,ASHLEA,JENNI
45,BLANCH,My Michelle,321334330.0,321334330.0,PENELOPE,525986311.0,334058719.0,PENELOPE,525986311.0,334058719.0,B,True,Gen1,Marques,334058719,Gen1,334058719,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,334058719,B,525986311,B,B,BLANCH,MAUDIE
46,Rolando,Rock Steady,452175624.0,452175624.0,PENELOPE,525986311.0,334058719.0,PENELOPE,525986311.0,334058719.0,C,False,Gen1,Marques,334058719,Gen1,334058719,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,334058719,B,525986311,B,B,Rolando,Chandler
47,SHARICE,The Journey/It's Easy,221747441.0,221747441.0,PENELOPE,525986311.0,618028080.0,PENELOPE,525986311.0,618028080.0,B,True,Gen1,Howard,618028080,Gen1,618028080,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,618028080,B,525986311,B,B,SHARICE,Stephen
48,Mario,Who Do You Love,837812511.0,837812511.0,PENELOPE,525986311.0,823242036.0,PENELOPE,525986311.0,823242036.0,A,False,Gen1,Warren,823242036,Gen1,823242036,Liz,630559425,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,823242036,A,525986311,B,B,Mario,Ty
49,PARTICIA,Feeling That Way,466332848.0,466332848.0,PENELOPE,525986311.0,542838249.0,PENELOPE,525986311.0,542838249.0,B,True,Gen1,Vincenzo,542838249,Gen1,542838249,Mary,225766667,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,542838249,A,525986311,B,B,PARTICIA,GARNET
50,Jimmie,Can't Find My Way Home,740265819.0,740265819.0,PENELOPE,525986311.0,472295211.0,PENELOPE,525986311.0,472295211.0,B,True,Gen1,Roy,472295211,Gen1,472295211,Barb,397591248,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,472295211,A,525986311,B,B,Jimmie,CAMMIE
51,GARNET,Dumb,14940415.0,14940415.0,PENELOPE,525986311.0,767163035.0,PENELOPE,525986311.0,767163035.0,B,True,Gen1,Rogelio,767163035,Gen1,767163035,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,767163035,B,525986311,B,B,GARNET,Devon
52,JENISE,Gone,20870040.0,20870040.0,PENELOPE,525986311.0,197873604.0,PENELOPE,525986311.0,197873604.0,C,False,Gen1,Douglas,197873604,Gen1,197873604,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,197873604,B,525986311,B,B,JENISE,Stephan
53,Jace,Heartbreaker,58153013.0,58153013.0,PENELOPE,525986311.0,197873604.0,PENELOPE,525986311.0,197873604.0,C,False,Gen1,Douglas,197873604,Gen1,197873604,Pat,631311759,800981516,PENELOPE,Liz,525986311,525986311,Ralph,800981516,,525986311,B,197873604,B,525986311,B,B,Jace,IMELDA
54,GLORIA,Another One Bites the Dust,225911866.0,225911866.0,KANISHA,1363281.0,473017162.0,KANISHA,1363281.0,473017162.0,B,True,Gen1,Derrick,473017162,Gen1,473017162,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,473017162,B,1363281,B,B,GLORIA,LEANNE
55,KATHYRN,Funk #49,956573566.0,956573566.0,KANISHA,1363281.0,287055622.0,KANISHA,1363281.0,287055622.0,A,False,Gen1,Eli,287055622,Gen1,287055622,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,287055622,A,1363281,B,B,KATHYRN,LINNEA
56,KAZUKO,Dance the Night Away,738496640.0,738496640.0,KANISHA,1363281.0,797726697.0,KANISHA,1363281.0,797726697.0,A,False,Gen1,Braydon,797726697,Gen1,797726697,Liz,630559425,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,797726697,A,1363281,B,B,KAZUKO,Zaire
57,QUYEN,Blurry,594136493.0,594136493.0,KANISHA,1363281.0,14586865.0,KANISHA,1363281.0,14586865.0,C,False,Gen1,Ethan,14586865,Gen1,14586865,Barb,397591248,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,14586865,B,1363281,B,B,QUYEN,Darryl
58,Bret,Machinehead,986567299.0,986567299.0,KANISHA,1363281.0,866881069.0,KANISHA,1363281.0,866881069.0,A,False,Gen1,Anderson,866881069,Gen1,866881069,Barb,397591248,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,866881069,C,1363281,B,B,Bret,DELIA
59,Erick,YOU GOTTA MOVE,794314190.0,794314190.0,KANISHA,1363281.0,521167154.0,KANISHA,1363281.0,521167154.0,C,False,Gen1,Tobias,521167154,Gen1,521167154,Mary,225766667,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,521167154,C,1363281,B,B,Erick,MIRIAN
60,REFUGIO,Hold The Line,170033463.0,170033463.0,KANISHA,1363281.0,167740021.0,KANISHA,1363281.0,167740021.0,C,False,Gen1,Kameron,167740021,Gen1,167740021,Mary,225766667,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,167740021,A,1363281,B,B,REFUGIO,DEVORAH
61,Nikhil,Lay Down Sally,291846482.0,291846482.0,KANISHA,1363281.0,167740021.0,KANISHA,1363281.0,167740021.0,B,True,Gen1,Kameron,167740021,Gen1,167740021,Mary,225766667,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,167740021,A,1363281,B,B,Nikhil,BLANCH
62,Alfred,Love Bites,273570865.0,273570865.0,KANISHA,1363281.0,600554862.0,KANISHA,1363281.0,600554862.0,C,False,Gen1,Reid,600554862,Gen1,600554862,Liz,630559425,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,600554862,C,1363281,B,B,Alfred,SHONA
63,JENNI,Crazy Little Thing Called Love,65013696.0,65013696.0,KANISHA,1363281.0,280225309.0,KANISHA,1363281.0,280225309.0,A,False,Gen1,Heriberto,280225309,Gen1,280225309,Mary,225766667,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,280225309,A,1363281,B,B,JENNI,JOYCE
64,Ross,You're Going To Lose That Girl,829170219.0,829170219.0,KANISHA,1363281.0,618028080.0,KANISHA,1363281.0,618028080.0,A,False,Gen1,Howard,618028080,Gen1,618028080,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,618028080,B,1363281,B,B,Ross,Isidro
65,Dylan,Sgt. Pepper's Lonely Hearts Club Band,80821810.0,80821810.0,KANISHA,1363281.0,542838249.0,KANISHA,1363281.0,542838249.0,C,False,Gen1,Vincenzo,542838249,Gen1,542838249,Mary,225766667,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,542838249,A,1363281,B,B,Dylan,Brad
66,JENI,Eye of the Tiger,54015001.0,54015001.0,KANISHA,1363281.0,197873604.0,KANISHA,1363281.0,197873604.0,B,True,Gen1,Douglas,197873604,Gen1,197873604,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,197873604,B,1363281,B,B,JENI,Donavon
67,KARENA,Jump,908377952.0,908377952.0,KANISHA,1363281.0,553394192.0,KANISHA,1363281.0,553394192.0,A,False,Gen1,Dashawn,553394192,Gen1,553394192,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,553394192,A,1363281,B,B,KARENA,Lucas
68,Latrell,Night Time,761453692.0,761453692.0,KANISHA,1363281.0,553394192.0,KANISHA,1363281.0,553394192.0,A,False,Gen1,Dashawn,553394192,Gen1,553394192,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,553394192,A,1363281,B,B,Latrell,Jared
69,Jaylen,Cigarette,6471828.0,6471828.0,KANISHA,1363281.0,443353346.0,KANISHA,1363281.0,443353346.0,B,True,Gen1,Samir,443353346,Gen1,443353346,Mary,225766667,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,443353346,A,1363281,B,B,Jaylen,KAMI
70,Nikhil,Boogie With Stu,746331739.0,746331739.0,KANISHA,1363281.0,443353346.0,KANISHA,1363281.0,443353346.0,C,False,Gen1,Samir,443353346,Gen1,443353346,Mary,225766667,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,443353346,A,1363281,B,B,Nikhil,JOSHUA
71,Irving,New Kid In Town,859721258.0,859721258.0,KANISHA,1363281.0,457028849.0,KANISHA,1363281.0,457028849.0,B,True,Gen1,Deonte,457028849,Gen1,457028849,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,457028849,A,1363281,B,B,Irving,Tylor
72,Ricardo,Hot Blooded,367687303.0,367687303.0,KANISHA,1363281.0,862253912.0,KANISHA,1363281.0,862253912.0,C,False,Gen1,Nigel,862253912,Gen1,862253912,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,862253912,B,1363281,B,B,Ricardo,Dexter
73,DAGMAR,Looking For A Love,579959537.0,579959537.0,KANISHA,1363281.0,628855526.0,KANISHA,1363281.0,628855526.0,C,False,Gen1,Tristin,628855526,Gen1,628855526,Barb,397591248,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,628855526,B,1363281,B,B,DAGMAR,Allan
74,JANEAN,Losing My Religion,292685593.0,292685593.0,KANISHA,1363281.0,200097845.0,KANISHA,1363281.0,200097845.0,B,True,Gen1,Ralph,200097845,Gen1,200097845,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,200097845,C,1363281,B,B,JANEAN,KAITLIN
75,Pablo,Move It On Over,853160964.0,853160964.0,KANISHA,1363281.0,200097845.0,KANISHA,1363281.0,200097845.0,B,True,Gen1,Ralph,200097845,Gen1,200097845,Pat,631311759,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,200097845,C,1363281,B,B,Pablo,MELLISSA
76,Gerald,When I Come Around,126565965.0,126565965.0,KANISHA,1363281.0,216432846.0,KANISHA,1363281.0,216432846.0,A,False,Gen1,Miguel,216432846,Gen1,216432846,Liz,630559425,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,216432846,B,1363281,B,B,Gerald,QUYEN
77,Hunter,Wicked Sensation,574500168.0,574500168.0,KANISHA,1363281.0,789856705.0,KANISHA,1363281.0,789856705.0,C,False,Gen1,Gaige,789856705,Gen1,789856705,Barb,397591248,800981516,KANISHA,Liz,1363281,1363281,Ralph,800981516,,1363281,B,789856705,C,1363281,B,B,Hunter,BRITANY
78,Jaydon,Wild Night,432953714.0,432953714.0,JANETTE,428335380.0,473017162.0,JANETTE,428335380.0,473017162.0,A,False,Gen1,Derrick,473017162,Gen1,473017162,Pat,631311759,800981516,JANETTE,Liz,428335380,428335380,Ralph,800981516,,428335380,B,473017162,B,428335380,B,B,Jaydon,Rolando
79,Gordon,TIME IS ON MY SIDE,431456509.0,431456509.0,JANETTE,428335380.0,773595312.0,JANETTE,428335380.0,773595312.0,B,True,Gen1,Easton,773595312,Gen1,773595312,Barb,397591248,800981516,JANETTE,Liz,428335380,428335380,Ralph,800981516,,428335380,B,773595312,B,428335380,B,B,Gordon,HARRIETTE
80,SOPHIE,Love Is Alive,461159300.0,461159300.0,JANETTE,428335380.0,141566545.0,JANETTE,428335380.0,141566545.0,B,True,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,JANETTE,Liz,428335380,428335380,Ralph,800981516,,428335380,B,141566545,B,428335380,B,B,SOPHIE,Cody
81,Fredrick,Blaze of Glory,519382942.0,519382942.0,JANETTE,428335380.0,141566545.0,JANETTE,428335380.0,141566545.0,A,False,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,JANETTE,Liz,428335380,428335380,Ralph,800981516,,428335380,B,141566545,B,428335380,B,B,Fredrick,Jabari
