,Name_t,Favorite_Song,C_ID_t,E_ID_t,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name_t,PH_ID_Egg,PR_ID_Egg,IH_LOC,NW,Parent_Gen,Name_Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID
48,KATELYN,Panic in Detroit,853996335,853996335.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
49,CLARITA,Tears Are Falling,837680646,837680646.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
50,DEANDREA,Life in the Fast Lane,167740021,167740021.0,Mary,225766667,800981516,Mary,225766667,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
51,DELPHA,Don't Look Back,739930909,739930909.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
52,KORTNEY,Piano Man,458284728,458284728.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
53,TRICIA,No More No More,461684744,461684744.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
54,LYNDSEY,Rocky Mountain Way,236336642,236336642.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
55,ALAINE,Since I've Been Loving You,76709333,76709333.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
56,LINN,Good Clean Fun,623187307,623187307.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
57,THORA,Test For Echo,5077958,5077958.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
58,CLAIRE,Tequila Sunrise,740172297,740172297.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
59,MAI,Roll With the Changes,923371386,923371386.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
60,ALTHEA,Rock On,438668483,438668483.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
61,GEORGANN,In My Time of Dying,544841661,544841661.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
62,NAKISHA,Pride (In the Name of Love),568944416,568944416.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
63,ANGELE,UKIAH/THE CAPTAIN AND ME,532705722,532705722.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
64,DAYSI,Pour Some Sugar On Me,470948256,470948256.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
65,KENNA,Medusa,334058719,334058719.0,Pat,631311759,800981516,Pat,631311759,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
66,ALAINE,Sirens,590450352,590450352.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
67,LESIA,Tainted Love,443353346,443353346.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
68,DIANNE,Strike up the Band,976288876,976288876.0,Pat,631311759,800981516,Pat,631311759,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
69,DEANN,Breakdown,926888028,926888028.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
70,MELVA,The Memory Remains,488423280,488423280.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
71,MICHA,To Hell With the Devil,975564104,975564104.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
72,TWANDA,Crystal Ball,956866415,956866415.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
73,Easton,Touch of Grey,704616095,704616095.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
74,Ryder,Beast Of Burden,513622141,513622141.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
75,Maxwell,Hand of Fate,585598796,585598796.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
76,Fidel,Birthday (Live),812637399,812637399.0,Liz,630559425,800981516,Liz,630559425,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
77,Deandre,2112: Overture / The Temples of Syrinx (Chronicles Version),895795063,895795063.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
78,Brad,Let the Music Do the Talking,883399077,883399077.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
79,Jaren,Play the Game Tonight,51506173,51506173.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
80,Mike,Let It Rain,310978588,310978588.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
81,Carson,What a Fool Believes,170209024,170209024.0,Mary,225766667,800981516,Mary,225766667,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
82,Shane,A Conspiracy,215097449,215097449.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
83,Donavan,Get Out of Denver,366589281,366589281.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
84,Daquan,Turn It On Again,540665287,540665287.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
85,Orlando,Hot Blooded,362893270,362893270.0,Liz,630559425,800981516,Liz,630559425,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
86,Devin,All Apologies,115030635,115030635.0,Liz,630559425,800981516,Liz,630559425,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
87,Pierce,Leave It,487712461,487712461.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
88,Tariq,I Know a Little,742024162,742024162.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
89,Terrance,Space Station #5,315771200,315771200.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
90,Draven,The Core,644476251,644476251.0,Pat,631311759,800981516,Pat,631311759,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
91,Alberto,Cold As Ice,281222266,281222266.0,Liz,630559425,800981516,Liz,630559425,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
92,Santos,Captain Jack,734902635,734902635.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
93,Lawson,Used To Love Her,410431189,410431189.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
94,Brandyn,Bringin' On The Heartbreak,760902391,760902391.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
95,Blaze,There's Only One Way to Rock,308487563,308487563.0,Liz,630559425,800981516,Liz,630559425,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
96,Darius,Third Stone From The Sun,472726931,472726931.0,Liz,630559425,800981516,Liz,630559425,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
97,Ayden,Eyes Without a Face,673417016,673417016.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
98,Landon,Superstition [Live],499630005,499630005.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
99,Camden,Hey Jude (Live),547010066,547010066.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
100,Ronaldo,Red,760250469,760250469.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
101,Issac,The Core,324140549,324140549.0,Liz,630559425,800981516,Liz,630559425,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
102,Rowan,Positively 4th Street,159398693,159398693.0,Liz,630559425,800981516,Liz,630559425,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
103,Owen,Bad Company,764666112,764666112.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
104,Ronaldo,Presence of the Lord,762873661,762873661.0,Liz,630559425,800981516,Liz,630559425,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
105,Griffin,25 Or 6 To 4,574340276,574340276.0,Liz,630559425,800981516,Liz,630559425,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
106,Keyon,My Kinda Lover,238679265,238679265.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
107,Reynaldo,Fooling Yourself,858496373,858496373.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
108,Salvatore,Heartache Tonight,133989334,133989334.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
109,Daryl,Cecilia,899766072,899766072.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
110,Bradly,Santa Monica,586071738,586071738.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
111,Chaz,Love Hurts,628269884,628269884.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
112,Jayce,Down by the River,890896128,890896128.0,Barb,397591248,800981516,Barb,397591248,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
113,Cruz,Closer to the Heart,934877622,934877622.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
114,Kamren,Armageddon It,655430134,655430134.0,Liz,630559425,800981516,Liz,630559425,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
115,Seth,Starman,154174901,154174901.0,Mary,225766667,800981516,Mary,225766667,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
116,Tyrese,Hot Blooded,701317684,701317684.0,Liz,630559425,800981516,Liz,630559425,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
117,Camren,This Beat Goes on/Switching to Glide,259758508,259758508.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
118,Adonis,Addicted to Love,291924095,291924095.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
119,Ignacio,Draw The Line,65356059,65356059.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
120,Elmer,Party,438876429,438876429.0,Liz,630559425,800981516,Liz,630559425,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
121,Zane,Destroyer,166717594,166717594.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
122,Brodie,The Long Run,788884932,788884932.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
123,Orion,Lunatic Fringe,318423581,318423581.0,Barb,397591248,800981516,Barb,397591248,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
124,Forrest,Fool For The City,95909451,95909451.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
125,Shea,Please Please Me,112615155,112615155.0,Liz,630559425,800981516,Liz,630559425,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
126,Micheal,I Still Haven't Found What I'm Looking For,425921788,425921788.0,Liz,630559425,800981516,Liz,630559425,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
127,Jorden,A Saturday Club Xmas/Crimble Medley,915956610,915956610.0,Mary,225766667,800981516,Mary,225766667,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
128,Fred,Yer So Bad,376496129,376496129.0,Barb,397591248,800981516,Barb,397591248,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
129,Evan,Baby Come Back,275508229,275508229.0,Pat,631311759,800981516,Pat,631311759,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
130,Keaton,Tired of Waiting,562628161,562628161.0,Mary,225766667,800981516,Mary,225766667,800981516,A,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
131,Agustin,Shout,410735727,410735727.0,Liz,630559425,800981516,Liz,630559425,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
132,Gunnar,Isn't It Time,777440966,777440966.0,Liz,630559425,800981516,Liz,630559425,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
133,Keon,Wasted Years,832399950,832399950.0,Mary,225766667,800981516,Mary,225766667,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
134,Shea,Teenage Lobotomy,500829711,500829711.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
135,Rohan,I Want A New Drug,416708531,416708531.0,Mary,225766667,800981516,Mary,225766667,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
136,Quentin,Heaven and Hell,410633944,410633944.0,Pat,631311759,800981516,Pat,631311759,800981516,C,False,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
137,Gustavo,Young Lust,229118903,229118903.0,Liz,630559425,800981516,Liz,630559425,800981516,B,True,Initial_Flock,Ralph,800981516,Initial_Flock,,,,
138,YAN,Pretending,8694335.0,8694335.0,SIGRID,665554047.0,800981516.0,SIGRID,665554047.0,800981516.0,C,False,Gen1,Ralph,800981516,Initial_Flock,,,,
139,REAGAN,GONNA GET YA,123571123.0,123571123.0,RAYMONDE,8100096.0,800981516.0,RAYMONDE,8100096.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
140,HYUN,The Word,890154009.0,890154009.0,TIESHA,283501077.0,800981516.0,TIESHA,283501077.0,800981516.0,A,False,Gen1,Ralph,800981516,Initial_Flock,,,,
141,VINCENZA,Pearl Necklace,235743330.0,235743330.0,ALEXA,117706579.0,800981516.0,ALEXA,117706579.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
142,GENIA,Foxey Lady,724200996.0,724200996.0,EBONY,802336212.0,800981516.0,EBONY,802336212.0,800981516.0,A,False,Gen1,Ralph,800981516,Initial_Flock,,,,
143,VIVIANA,Same Old Song and Dance,636983025.0,636983025.0,DEANN,926888028.0,800981516.0,DEANN,926888028.0,800981516.0,A,False,Gen1,Ralph,800981516,Initial_Flock,,,,
144,TAKAKO,Spill the Wine,534111284.0,534111284.0,ELIZA,781565078.0,800981516.0,ELIZA,781565078.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
145,TAMISHA,Silent Lucidity,577314491.0,577314491.0,ONITA,467219506.0,800981516.0,ONITA,467219506.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
146,ANGELIQUE,Things We Said Today,654728599.0,654728599.0,PALMIRA,947646042.0,800981516.0,PALMIRA,947646042.0,800981516.0,A,False,Gen1,Ralph,800981516,Initial_Flock,,,,
147,EUFEMIA,Time of the Season,596671798.0,596671798.0,HANNELORE,452295024.0,800981516.0,HANNELORE,452295024.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
148,MICAH,It's the End of the World As We Know It (And I Feel Fine),844133548.0,844133548.0,CHARLOTT,184064731.0,800981516.0,CHARLOTT,184064731.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
149,LETTIE,Imagine,303912243.0,303912243.0,ALAINE,76709333.0,800981516.0,ALAINE,76709333.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
150,Nigel,A Hard Day's Night,724305510.0,724305510.0,KATELYN,853996335.0,800981516.0,KATELYN,853996335.0,800981516.0,A,False,Gen1,Ralph,800981516,Initial_Flock,,,,
151,Terry,N.I.B.,378737767.0,378737767.0,AMEE,711995664.0,800981516.0,AMEE,711995664.0,800981516.0,A,False,Gen1,Ralph,800981516,Initial_Flock,,,,
152,Mekhi,Same Ol' Situation,380206030.0,380206030.0,CHARLOTT,184064731.0,800981516.0,CHARLOTT,184064731.0,800981516.0,C,False,Gen1,Ralph,800981516,Initial_Flock,,,,
153,Hudson,Enjoy the Silence,842995375.0,842995375.0,LEIDA,743662901.0,800981516.0,LEIDA,743662901.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
154,Keegan,Get Out of Denver,32407116.0,32407116.0,MITSUKO,413557007.0,800981516.0,MITSUKO,413557007.0,800981516.0,C,False,Gen1,Ralph,800981516,Initial_Flock,,,,
155,Kade,Something's Happening/,395539196.0,395539196.0,PORSHA,343860271.0,800981516.0,PORSHA,343860271.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
156,Steve,Time For Me To Fly,194919233.0,194919233.0,DEANDREA,167740021.0,800981516.0,DEANDREA,167740021.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
157,Luca,Life by the Drop,255991212.0,255991212.0,TWANDA,956866415.0,800981516.0,TWANDA,956866415.0,800981516.0,C,False,Gen1,Ralph,800981516,Initial_Flock,,,,
158,Amari,Rock 'n' Roll Fantasy,304370191.0,304370191.0,MICHA,975564104.0,800981516.0,MICHA,975564104.0,800981516.0,A,False,Gen1,Ralph,800981516,Initial_Flock,,,,
159,Ronaldo,Over the Mountain,21478782.0,21478782.0,DIANNE,976288876.0,800981516.0,DIANNE,976288876.0,800981516.0,B,True,Gen1,Ralph,800981516,Initial_Flock,,,,
160,DOVIE,Somebody Get Me A Doctor,263244011.0,263244011.0,TWANDA,956866415.0,585598796.0,TWANDA,956866415.0,585598796.0,B,True,Gen1,Maxwell,585598796,Gen1,585598796,Barb,397591248,800981516
